Driver,Nationality,Season,Championships,Race_Entries,Race_Starts,Pole_Positions,Race_Wins,Podiums,Fastest_Laps,Championship Years,Decade,Pole_Rate,Start_Rate,Win_Rate,Podium_Rate,FastLap_Rate,Points_Per_Entry,Years_Active,Champion
Graham Hill,United Kingdom,1969,2.0,179.0,176.0,13.0,14.0,36.0,10.0,"[1962, 1968]",1970,0.0726256983240223,0.9832402234636872,0.0782122905027933,0.2011173184357542,0.0558659217877094,1.5083798882681565,18,True
Graham Hill,United Kingdom,1970,2.0,179.0,176.0,13.0,14.0,36.0,10.0,"[1962, 1968]",1970,0.0726256983240223,0.9832402234636872,0.0782122905027933,0.2011173184357542,0.0558659217877094,1.5083798882681565,18,True
Graham Hill,United Kingdom,1971,2.0,179.0,176.0,13.0,14.0,36.0,10.0,"[1962, 1968]",1970,0.0726256983240223,0.9832402234636872,0.0782122905027933,0.2011173184357542,0.0558659217877094,1.5083798882681565,18,True
Graham Hill,United Kingdom,1972,2.0,179.0,176.0,13.0,14.0,36.0,10.0,"[1962, 1968]",1970,0.0726256983240223,0.9832402234636872,0.0782122905027933,0.2011173184357542,0.0558659217877094,1.5083798882681565,18,True
Graham Hill,United Kingdom,1973,2.0,179.0,176.0,13.0,14.0,36.0,10.0,"[1962, 1968]",1970,0.0726256983240223,0.9832402234636872,0.0782122905027933,0.2011173184357542,0.0558659217877094,1.5083798882681565,18,True
Graham Hill,United Kingdom,1974,2.0,179.0,176.0,13.0,14.0,36.0,10.0,"[1962, 1968]",1970,0.0726256983240223,0.9832402234636872,0.0782122905027933,0.2011173184357542,0.0558659217877094,1.5083798882681565,18,True
Graham Hill,United Kingdom,1975,2.0,179.0,176.0,13.0,14.0,36.0,10.0,"[1962, 1968]",1970,0.0726256983240223,0.9832402234636872,0.0782122905027933,0.2011173184357542,0.0558659217877094,1.5083798882681565,18,True
Phil Hill,United States,1958,1.0,52.0,49.0,6.0,3.0,16.0,6.0,[1961],1960,0.1153846153846153,0.9423076923076924,0.0576923076923076,0.3076923076923077,0.1153846153846153,1.807692307692308,8,True
Phil Hill,United States,1959,1.0,52.0,49.0,6.0,3.0,16.0,6.0,[1961],1960,0.1153846153846153,0.9423076923076924,0.0576923076923076,0.3076923076923077,0.1153846153846153,1.807692307692308,8,True
Phil Hill,United States,1960,1.0,52.0,49.0,6.0,3.0,16.0,6.0,[1961],1960,0.1153846153846153,0.9423076923076924,0.0576923076923076,0.3076923076923077,0.1153846153846153,1.807692307692308,8,True
Phil Hill,United States,1961,1.0,52.0,49.0,6.0,3.0,16.0,6.0,[1961],1960,0.1153846153846153,0.9423076923076924,0.0576923076923076,0.3076923076923077,0.1153846153846153,1.807692307692308,8,True
Phil Hill,United States,1962,1.0,52.0,49.0,6.0,3.0,16.0,6.0,[1961],1960,0.1153846153846153,0.9423076923076924,0.0576923076923076,0.3076923076923077,0.1153846153846153,1.807692307692308,8,True
Phil Hill,United States,1963,1.0,52.0,49.0,6.0,3.0,16.0,6.0,[1961],1960,0.1153846153846153,0.9423076923076924,0.0576923076923076,0.3076923076923077,0.1153846153846153,1.807692307692308,8,True
Phil Hill,United States,1964,1.0,52.0,49.0,6.0,3.0,16.0,6.0,[1961],1960,0.1153846153846153,0.9423076923076924,0.0576923076923076,0.3076923076923077,0.1153846153846153,1.807692307692308,8,True
Phil Hill,United States,1966,1.0,52.0,49.0,6.0,3.0,16.0,6.0,[1961],1960,0.1153846153846153,0.9423076923076924,0.0576923076923076,0.3076923076923077,0.1153846153846153,1.807692307692308,8,True
Peter Hirt,Switzerland,1951,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,1950,0.0,1.0,0.0,0.0,0.0,0.0,3,False
Peter Hirt,Switzerland,1952,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,1950,0.0,1.0,0.0,0.0,0.0,0.0,3,False
Peter Hirt,Switzerland,1953,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,1950,0.0,1.0,0.0,0.0,0.0,0.0,3,False
David Hobbs,United Kingdom,1967,0.0,7.0,7.0,0.0,0.0,0.0,0.0,,1970,0.0,1.0,0.0,0.0,0.0,0.0,4,False
David Hobbs,United Kingdom,1968,0.0,7.0,7.0,0.0,0.0,0.0,0.0,,1970,0.0,1.0,0.0,0.0,0.0,0.0,4,False
David Hobbs,United Kingdom,1971,0.0,7.0,7.0,0.0,0.0,0.0,0.0,,1970,0.0,1.0,0.0,0.0,0.0,0.0,4,False
David Hobbs,United Kingdom,1974,0.0,7.0,7.0,0.0,0.0,0.0,0.0,,1970,0.0,1.0,0.0,0.0,0.0,0.0,4,False
Gary Hocking,Rhodesia and Nyasaland,1962,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1960,0.0,0.0,0.0,0.0,0.0,0.0,1,False
Ingo Hoffmann,Brazil,1976,0.0,6.0,3.0,0.0,0.0,0.0,0.0,,1980,0.0,0.5,0.0,0.0,0.0,0.0,2,False
Ingo Hoffmann,Brazil,1977,0.0,6.0,3.0,0.0,0.0,0.0,0.0,,1980,0.0,0.5,0.0,0.0,0.0,0.0,2,False
Bill Holland,United States,1950,0.0,3.0,2.0,0.0,0.0,1.0,0.0,,1950,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,2.0,2,False
Bill Holland,United States,1953,0.0,3.0,2.0,0.0,0.0,1.0,0.0,,1950,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,2.0,2,False
Jackie Holmes,United States,1950,0.0,4.0,2.0,0.0,0.0,0.0,0.0,,1950,0.0,0.5,0.0,0.0,0.0,0.0,2,False
Jackie Holmes,United States,1953,0.0,4.0,2.0,0.0,0.0,0.0,0.0,,1950,0.0,0.5,0.0,0.0,0.0,0.0,2,False
Bill Homeier,United States,1954,0.0,6.0,3.0,0.0,0.0,0.0,0.0,,1960,0.0,0.5,0.0,0.0,0.0,0.1666666666666666,3,False
Bill Homeier,United States,1955,0.0,6.0,3.0,0.0,0.0,0.0,0.0,,1960,0.0,0.5,0.0,0.0,0.0,0.1666666666666666,3,False
Bill Homeier,United States,1960,0.0,6.0,3.0,0.0,0.0,0.0,0.0,,1960,0.0,0.5,0.0,0.0,0.0,0.1666666666666666,3,False
Kazuyoshi Hoshino,Japan,1976,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,1980,0.0,1.0,0.0,0.0,0.0,0.0,2,False
Kazuyoshi Hoshino,Japan,1977,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,1980,0.0,1.0,0.0,0.0,0.0,0.0,2,False
Jerry Hoyt,United States,1950,0.0,4.0,4.0,1.0,0.0,0.0,0.0,,1950,0.25,1.0,0.0,0.0,0.0,0.0,4,False
Jerry Hoyt,United States,1953,0.0,4.0,4.0,1.0,0.0,0.0,0.0,,1950,0.25,1.0,0.0,0.0,0.0,0.0,4,False
Jerry Hoyt,United States,1954,0.0,4.0,4.0,1.0,0.0,0.0,0.0,,1950,0.25,1.0,0.0,0.0,0.0,0.0,4,False
Jerry Hoyt,United States,1955,0.0,4.0,4.0,1.0,0.0,0.0,0.0,,1950,0.25,1.0,0.0,0.0,0.0,0.0,4,False
Nico Hülkenberg,Germany,2010,0.0,185.0,182.0,1.0,0.0,0.0,2.0,,2020,0.0054054054054054,0.9837837837837838,0.0,0.0,0.0108108108108108,2.8162162162162163,11,False
Nico Hülkenberg,Germany,2012,0.0,185.0,182.0,1.0,0.0,0.0,2.0,,2020,0.0054054054054054,0.9837837837837838,0.0,0.0,0.0108108108108108,2.8162162162162163,11,False
Nico Hülkenberg,Germany,2013,0.0,185.0,182.0,1.0,0.0,0.0,2.0,,2020,0.0054054054054054,0.9837837837837838,0.0,0.0,0.0108108108108108,2.8162162162162163,11,False
Nico Hülkenberg,Germany,2014,0.0,185.0,182.0,1.0,0.0,0.0,2.0,,2020,0.0054054054054054,0.9837837837837838,0.0,0.0,0.0108108108108108,2.8162162162162163,11,False
Nico Hülkenberg,Germany,2015,0.0,185.0,182.0,1.0,0.0,0.0,2.0,,2020,0.0054054054054054,0.9837837837837838,0.0,0.0,0.0108108108108108,2.8162162162162163,11,False
Nico Hülkenberg,Germany,2016,0.0,185.0,182.0,1.0,0.0,0.0,2.0,,2020,0.0054054054054054,0.9837837837837838,0.0,0.0,0.0108108108108108,2.8162162162162163,11,False
Nico Hülkenberg,Germany,2017,0.0,185.0,182.0,1.0,0.0,0.0,2.0,,2020,0.0054054054054054,0.9837837837837838,0.0,0.0,0.0108108108108108,2.8162162162162163,11,False
Nico Hülkenberg,Germany,2018,0.0,185.0,182.0,1.0,0.0,0.0,2.0,,2020,0.0054054054054054,0.9837837837837838,0.0,0.0,0.0108108108108108,2.8162162162162163,11,False
Nico Hülkenberg,Germany,2019,0.0,185.0,182.0,1.0,0.0,0.0,2.0,,2020,0.0054054054054054,0.9837837837837838,0.0,0.0,0.0108108108108108,2.8162162162162163,11,False
Nico Hülkenberg,Germany,2020,0.0,185.0,182.0,1.0,0.0,0.0,2.0,,2020,0.0054054054054054,0.9837837837837838,0.0,0.0,0.0108108108108108,2.8162162162162163,11,False
Nico Hülkenberg,Germany,2022,0.0,185.0,182.0,1.0,0.0,0.0,2.0,,2020,0.0054054054054054,0.9837837837837838,0.0,0.0,0.0108108108108108,2.8162162162162163,11,False
Denny Hulme,New Zealand,1965,1.0,112.0,112.0,1.0,8.0,33.0,9.0,[1967],1970,0.0089285714285714,1.0,0.0714285714285714,0.2946428571428571,0.0803571428571428,2.2142857142857144,10,True
Denny Hulme,New Zealand,1966,1.0,112.0,112.0,1.0,8.0,33.0,9.0,[1967],1970,0.0089285714285714,1.0,0.0714285714285714,0.2946428571428571,0.0803571428571428,2.2142857142857144,10,True
Denny Hulme,New Zealand,1967,1.0,112.0,112.0,1.0,8.0,33.0,9.0,[1967],1970,0.0089285714285714,1.0,0.0714285714285714,0.2946428571428571,0.0803571428571428,2.2142857142857144,10,True
Denny Hulme,New Zealand,1968,1.0,112.0,112.0,1.0,8.0,33.0,9.0,[1967],1970,0.0089285714285714,1.0,0.0714285714285714,0.2946428571428571,0.0803571428571428,2.2142857142857144,10,True
Denny Hulme,New Zealand,1969,1.0,112.0,112.0,1.0,8.0,33.0,9.0,[1967],1970,0.0089285714285714,1.0,0.0714285714285714,0.2946428571428571,0.0803571428571428,2.2142857142857144,10,True
Denny Hulme,New Zealand,1970,1.0,112.0,112.0,1.0,8.0,33.0,9.0,[1967],1970,0.0089285714285714,1.0,0.0714285714285714,0.2946428571428571,0.0803571428571428,2.2142857142857144,10,True
Denny Hulme,New Zealand,1971,1.0,112.0,112.0,1.0,8.0,33.0,9.0,[1967],1970,0.0089285714285714,1.0,0.0714285714285714,0.2946428571428571,0.0803571428571428,2.2142857142857144,10,True
Denny Hulme,New Zealand,1972,1.0,112.0,112.0,1.0,8.0,33.0,9.0,[1967],1970,0.0089285714285714,1.0,0.0714285714285714,0.2946428571428571,0.0803571428571428,2.2142857142857144,10,True
Denny Hulme,New Zealand,1973,1.0,112.0,112.0,1.0,8.0,33.0,9.0,[1967],1970,0.0089285714285714,1.0,0.0714285714285714,0.2946428571428571,0.0803571428571428,2.2142857142857144,10,True
Denny Hulme,New Zealand,1974,1.0,112.0,112.0,1.0,8.0,33.0,9.0,[1967],1970,0.0089285714285714,1.0,0.0714285714285714,0.2946428571428571,0.0803571428571428,2.2142857142857144,10,True
James Hunt,United Kingdom,1973,1.0,93.0,92.0,14.0,10.0,23.0,8.0,[1976],1980,0.1505376344086021,0.989247311827957,0.1075268817204301,0.2473118279569892,0.086021505376344,1.924731182795699,7,True
James Hunt,United Kingdom,1974,1.0,93.0,92.0,14.0,10.0,23.0,8.0,[1976],1980,0.1505376344086021,0.989247311827957,0.1075268817204301,0.2473118279569892,0.086021505376344,1.924731182795699,7,True
James Hunt,United Kingdom,1975,1.0,93.0,92.0,14.0,10.0,23.0,8.0,[1976],1980,0.1505376344086021,0.989247311827957,0.1075268817204301,0.2473118279569892,0.086021505376344,1.924731182795699,7,True
James Hunt,United Kingdom,1976,1.0,93.0,92.0,14.0,10.0,23.0,8.0,[1976],1980,0.1505376344086021,0.989247311827957,0.1075268817204301,0.2473118279569892,0.086021505376344,1.924731182795699,7,True
James Hunt,United Kingdom,1977,1.0,93.0,92.0,14.0,10.0,23.0,8.0,[1976],1980,0.1505376344086021,0.989247311827957,0.1075268817204301,0.2473118279569892,0.086021505376344,1.924731182795699,7,True
James Hunt,United Kingdom,1978,1.0,93.0,92.0,14.0,10.0,23.0,8.0,[1976],1980,0.1505376344086021,0.989247311827957,0.1075268817204301,0.2473118279569892,0.086021505376344,1.924731182795699,7,True
James Hunt,United Kingdom,1979,1.0,93.0,92.0,14.0,10.0,23.0,8.0,[1976],1980,0.1505376344086021,0.989247311827957,0.1075268817204301,0.2473118279569892,0.086021505376344,1.924731182795699,7,True
Jim Hurtubise,United States,1960,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,1960,0.0,1.0,0.0,0.0,0.0,0.0,1,False
Gus Hutchison,United States,1970,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,1970,0.0,1.0,0.0,0.0,0.0,0.0,1,False
Jacky Ickx,Belgium,1967,0.0,120.0,114.0,13.0,8.0,25.0,14.0,,1970,0.1083333333333333,0.95,0.0666666666666666,0.2083333333333333,0.1166666666666666,1.5083333333333333,13,False
Jacky Ickx,Belgium,1968,0.0,120.0,114.0,13.0,8.0,25.0,14.0,,1970,0.1083333333333333,0.95,0.0666666666666666,0.2083333333333333,0.1166666666666666,1.5083333333333333,13,False
Jacky Ickx,Belgium,1969,0.0,120.0,114.0,13.0,8.0,25.0,14.0,,1970,0.1083333333333333,0.95,0.0666666666666666,0.2083333333333333,0.1166666666666666,1.5083333333333333,13,False
Jacky Ickx,Belgium,1970,0.0,120.0,114.0,13.0,8.0,25.0,14.0,,1970,0.1083333333333333,0.95,0.0666666666666666,0.2083333333333333,0.1166666666666666,1.5083333333333333,13,False
Jacky Ickx,Belgium,1971,0.0,120.0,114.0,13.0,8.0,25.0,14.0,,1970,0.1083333333333333,0.95,0.0666666666666666,0.2083333333333333,0.1166666666666666,1.5083333333333333,13,False
Jacky Ickx,Belgium,1972,0.0,120.0,114.0,13.0,8.0,25.0,14.0,,1970,0.1083333333333333,0.95,0.0666666666666666,0.2083333333333333,0.1166666666666666,1.5083333333333333,13,False
Jacky Ickx,Belgium,1973,0.0,120.0,114.0,13.0,8.0,25.0,14.0,,1970,0.1083333333333333,0.95,0.0666666666666666,0.2083333333333333,0.1166666666666666,1.5083333333333333,13,False
Jacky Ickx,Belgium,1974,0.0,120.0,114.0,13.0,8.0,25.0,14.0,,1970,0.1083333333333333,0.95,0.0666666666666666,0.2083333333333333,0.1166666666666666,1.5083333333333333,13,False
Jacky Ickx,Belgium,1975,0.0,120.0,114.0,13.0,8.0,25.0,14.0,,1970,0.1083333333333333,0.95,0.0666666666666666,0.2083333333333333,0.1166666666666666,1.5083333333333333,13,False
Jacky Ickx,Belgium,1976,0.0,120.0,114.0,13.0,8.0,25.0,14.0,,1970,0.1083333333333333,0.95,0.0666666666666666,0.2083333333333333,0.1166666666666666,1.5083333333333333,13,False
Jacky Ickx,Belgium,1977,0.0,120.0,114.0,13.0,8.0,25.0,14.0,,1970,0.1083333333333333,0.95,0.0666666666666666,0.2083333333333333,0.1166666666666666,1.5083333333333333,13,False
Jacky Ickx,Belgium,1978,0.0,120.0,114.0,13.0,8.0,25.0,14.0,,1970,0.1083333333333333,0.95,0.0666666666666666,0.2083333333333333,0.1166666666666666,1.5083333333333333,13,False
Jacky Ickx,Belgium,1979,0.0,120.0,114.0,13.0,8.0,25.0,14.0,,1970,0.1083333333333333,0.95,0.0666666666666666,0.2083333333333333,0.1166666666666666,1.5083333333333333,13,False
Yuji Ide,Japan,2006,0.0,4.0,4.0,0.0,0.0,0.0,0.0,,2010,0.0,1.0,0.0,0.0,0.0,0.0,1,False
Jesús Iglesias,Argentina,1955,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,1960,0.0,1.0,0.0,0.0,0.0,0.0,1,False
Taki Inoue,Japan,1994,0.0,18.0,18.0,0.0,0.0,0.0,0.0,,1990,0.0,1.0,0.0,0.0,0.0,0.0,2,False
Taki Inoue,Japan,1995,0.0,18.0,18.0,0.0,0.0,0.0,0.0,,1990,0.0,1.0,0.0,0.0,0.0,0.0,2,False
Innes Ireland,United Kingdom,1959,0.0,53.0,50.0,0.0,1.0,4.0,1.0,,1960,0.0,0.9433962264150944,0.0188679245283018,0.0754716981132075,0.0188679245283018,0.8867924528301887,8,False
Innes Ireland,United Kingdom,1960,0.0,53.0,50.0,0.0,1.0,4.0,1.0,,1960,0.0,0.9433962264150944,0.0188679245283018,0.0754716981132075,0.0188679245283018,0.8867924528301887,8,False
Innes Ireland,United Kingdom,1961,0.0,53.0,50.0,0.0,1.0,4.0,1.0,,1960,0.0,0.9433962264150944,0.0188679245283018,0.0754716981132075,0.0188679245283018,0.8867924528301887,8,False
Innes Ireland,United Kingdom,1962,0.0,53.0,50.0,0.0,1.0,4.0,1.0,,1960,0.0,0.9433962264150944,0.0188679245283018,0.0754716981132075,0.0188679245283018,0.8867924528301887,8,False
Innes Ireland,United Kingdom,1963,0.0,53.0,50.0,0.0,1.0,4.0,1.0,,1960,0.0,0.9433962264150944,0.0188679245283018,0.0754716981132075,0.0188679245283018,0.8867924528301887,8,False
Innes Ireland,United Kingdom,1964,0.0,53.0,50.0,0.0,1.0,4.0,1.0,,1960,0.0,0.9433962264150944,0.0188679245283018,0.0754716981132075,0.0188679245283018,0.8867924528301887,8,False
Innes Ireland,United Kingdom,1965,0.0,53.0,50.0,0.0,1.0,4.0,1.0,,1960,0.0,0.9433962264150944,0.0188679245283018,0.0754716981132075,0.0188679245283018,0.8867924528301887,8,False
Innes Ireland,United Kingdom,1966,0.0,53.0,50.0,0.0,1.0,4.0,1.0,,1960,0.0,0.9433962264150944,0.0188679245283018,0.0754716981132075,0.0188679245283018,0.8867924528301887,8,False
Eddie Irvine,United Kingdom,1993,0.0,148.0,145.0,0.0,4.0,26.0,1.0,,2000,0.0,0.9797297297297296,0.027027027027027,0.1756756756756756,0.0067567567567567,1.2905405405405406,10,False
Eddie Irvine,United Kingdom,1994,0.0,148.0,145.0,0.0,4.0,26.0,1.0,,2000,0.0,0.9797297297297296,0.027027027027027,0.1756756756756756,0.0067567567567567,1.2905405405405406,10,False
Eddie Irvine,United Kingdom,1995,0.0,148.0,145.0,0.0,4.0,26.0,1.0,,2000,0.0,0.9797297297297296,0.027027027027027,0.1756756756756756,0.0067567567567567,1.2905405405405406,10,False
Eddie Irvine,United Kingdom,1996,0.0,148.0,145.0,0.0,4.0,26.0,1.0,,2000,0.0,0.9797297297297296,0.027027027027027,0.1756756756756756,0.0067567567567567,1.2905405405405406,10,False
Eddie Irvine,United Kingdom,1997,0.0,148.0,145.0,0.0,4.0,26.0,1.0,,2000,0.0,0.9797297297297296,0.027027027027027,0.1756756756756756,0.0067567567567567,1.2905405405405406,10,False
Eddie Irvine,United Kingdom,1998,0.0,148.0,145.0,0.0,4.0,26.0,1.0,,2000,0.0,0.9797297297297296,0.027027027027027,0.1756756756756756,0.0067567567567567,1.2905405405405406,10,False
Eddie Irvine,United Kingdom,1999,0.0,148.0,145.0,0.0,4.0,26.0,1.0,,2000,0.0,0.9797297297297296,0.027027027027027,0.1756756756756756,0.0067567567567567,1.2905405405405406,10,False
Eddie Irvine,United Kingdom,2000,0.0,148.0,145.0,0.0,4.0,26.0,1.0,,2000,0.0,0.9797297297297296,0.027027027027027,0.1756756756756756,0.0067567567567567,1.2905405405405406,10,False
Eddie Irvine,United Kingdom,2001,0.0,148.0,145.0,0.0,4.0,26.0,1.0,,2000,0.0,0.9797297297297296,0.027027027027027,0.1756756756756756,0.0067567567567567,1.2905405405405406,10,False
Eddie Irvine,United Kingdom,2002,0.0,148.0,145.0,0.0,4.0,26.0,1.0,,2000,0.0,0.9797297297297296,0.027027027027027,0.1756756756756756,0.0067567567567567,1.2905405405405406,10,False
Chris Irwin,United Kingdom,1966,0.0,10.0,10.0,0.0,0.0,0.0,0.0,,1970,0.0,1.0,0.0,0.0,0.0,0.2,2,False
Chris Irwin,United Kingdom,1967,0.0,10.0,10.0,0.0,0.0,0.0,0.0,,1970,0.0,1.0,0.0,0.0,0.0,0.2,2,False
Jean-Pierre Jabouille,France,1974,0.0,55.0,49.0,6.0,2.0,2.0,0.0,,1980,0.109090909090909,0.8909090909090909,0.0363636363636363,0.0363636363636363,0.0,0.3818181818181818,7,False
Jean-Pierre Jabouille,France,1975,0.0,55.0,49.0,6.0,2.0,2.0,0.0,,1980,0.109090909090909,0.8909090909090909,0.0363636363636363,0.0363636363636363,0.0,0.3818181818181818,7,False
Jean-Pierre Jabouille,France,1977,0.0,55.0,49.0,6.0,2.0,2.0,0.0,,1980,0.109090909090909,0.8909090909090909,0.0363636363636363,0.0363636363636363,0.0,0.3818181818181818,7,False
Jean-Pierre Jabouille,France,1978,0.0,55.0,49.0,6.0,2.0,2.0,0.0,,1980,0.109090909090909,0.8909090909090909,0.0363636363636363,0.0363636363636363,0.0,0.3818181818181818,7,False
Jean-Pierre Jabouille,France,1979,0.0,55.0,49.0,6.0,2.0,2.0,0.0,,1980,0.109090909090909,0.8909090909090909,0.0363636363636363,0.0363636363636363,0.0,0.3818181818181818,7,False
Jean-Pierre Jabouille,France,1980,0.0,55.0,49.0,6.0,2.0,2.0,0.0,,1980,0.109090909090909,0.8909090909090909,0.0363636363636363,0.0363636363636363,0.0,0.3818181818181818,7,False
Jean-Pierre Jabouille,France,1981,0.0,55.0,49.0,6.0,2.0,2.0,0.0,,1980,0.109090909090909,0.8909090909090909,0.0363636363636363,0.0363636363636363,0.0,0.3818181818181818,7,False
Jimmy Jackson,United States,1950,0.0,3.0,2.0,0.0,0.0,0.0,0.0,,1950,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,2,False
Jimmy Jackson,United States,1954,0.0,3.0,2.0,0.0,0.0,0.0,0.0,,1950,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,2,False
Joe James,United States,1951,0.0,3.0,2.0,0.0,0.0,0.0,0.0,,1950,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,2,False
Joe James,United States,1952,0.0,3.0,2.0,0.0,0.0,0.0,0.0,,1950,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,2,False
John James,United Kingdom,1951,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,1950,0.0,1.0,0.0,0.0,0.0,0.0,1,False
Jean-Pierre Jarier,France,1971,0.0,143.0,135.0,3.0,0.0,3.0,3.0,,1980,0.0209790209790209,0.944055944055944,0.0,0.0209790209790209,0.0209790209790209,0.2202797202797203,12,False
Jean-Pierre Jarier,France,1973,0.0,143.0,135.0,3.0,0.0,3.0,3.0,,1980,0.0209790209790209,0.944055944055944,0.0,0.0209790209790209,0.0209790209790209,0.2202797202797203,12,False
Jean-Pierre Jarier,France,1974,0.0,143.0,135.0,3.0,0.0,3.0,3.0,,1980,0.0209790209790209,0.944055944055944,0.0,0.0209790209790209,0.0209790209790209,0.2202797202797203,12,False
Jean-Pierre Jarier,France,1975,0.0,143.0,135.0,3.0,0.0,3.0,3.0,,1980,0.0209790209790209,0.944055944055944,0.0,0.0209790209790209,0.0209790209790209,0.2202797202797203,12,False
Jean-Pierre Jarier,France,1976,0.0,143.0,135.0,3.0,0.0,3.0,3.0,,1980,0.0209790209790209,0.944055944055944,0.0,0.0209790209790209,0.0209790209790209,0.2202797202797203,12,False
Jean-Pierre Jarier,France,1977,0.0,143.0,135.0,3.0,0.0,3.0,3.0,,1980,0.0209790209790209,0.944055944055944,0.0,0.0209790209790209,0.0209790209790209,0.2202797202797203,12,False
Jean-Pierre Jarier,France,1978,0.0,143.0,135.0,3.0,0.0,3.0,3.0,,1980,0.0209790209790209,0.944055944055944,0.0,0.0209790209790209,0.0209790209790209,0.2202797202797203,12,False
Jean-Pierre Jarier,France,1979,0.0,143.0,135.0,3.0,0.0,3.0,3.0,,1980,0.0209790209790209,0.944055944055944,0.0,0.0209790209790209,0.0209790209790209,0.2202797202797203,12,False
Jean-Pierre Jarier,France,1980,0.0,143.0,135.0,3.0,0.0,3.0,3.0,,1980,0.0209790209790209,0.944055944055944,0.0,0.0209790209790209,0.0209790209790209,0.2202797202797203,12,False
Jean-Pierre Jarier,France,1981,0.0,143.0,135.0,3.0,0.0,3.0,3.0,,1980,0.0209790209790209,0.944055944055944,0.0,0.0209790209790209,0.0209790209790209,0.2202797202797203,12,False
Jean-Pierre Jarier,France,1982,0.0,143.0,135.0,3.0,0.0,3.0,3.0,,1980,0.0209790209790209,0.944055944055944,0.0,0.0209790209790209,0.0209790209790209,0.2202797202797203,12,False
Jean-Pierre Jarier,France,1983,0.0,143.0,135.0,3.0,0.0,3.0,3.0,,1980,0.0209790209790209,0.944055944055944,0.0,0.0209790209790209,0.0209790209790209,0.2202797202797203,12,False
Max Jean[w],France,1971,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,1970,0.0,1.0,0.0,0.0,0.0,0.0,1,False
Stefan Johansson,Sweden,1980,0.0,103.0,79.0,0.0,0.0,12.0,0.0,,1990,0.0,0.7669902912621359,0.0,0.116504854368932,0.0,0.8543689320388349,10,False
Stefan Johansson,Sweden,1983,0.0,103.0,79.0,0.0,0.0,12.0,0.0,,1990,0.0,0.7669902912621359,0.0,0.116504854368932,0.0,0.8543689320388349,10,False
Stefan Johansson,Sweden,1984,0.0,103.0,79.0,0.0,0.0,12.0,0.0,,1990,0.0,0.7669902912621359,0.0,0.116504854368932,0.0,0.8543689320388349,10,False
Stefan Johansson,Sweden,1985,0.0,103.0,79.0,0.0,0.0,12.0,0.0,,1990,0.0,0.7669902912621359,0.0,0.116504854368932,0.0,0.8543689320388349,10,False
Stefan Johansson,Sweden,1986,0.0,103.0,79.0,0.0,0.0,12.0,0.0,,1990,0.0,0.7669902912621359,0.0,0.116504854368932,0.0,0.8543689320388349,10,False
Stefan Johansson,Sweden,1987,0.0,103.0,79.0,0.0,0.0,12.0,0.0,,1990,0.0,0.7669902912621359,0.0,0.116504854368932,0.0,0.8543689320388349,10,False
Stefan Johansson,Sweden,1988,0.0,103.0,79.0,0.0,0.0,12.0,0.0,,1990,0.0,0.7669902912621359,0.0,0.116504854368932,0.0,0.8543689320388349,10,False
Stefan Johansson,Sweden,1989,0.0,103.0,79.0,0.0,0.0,12.0,0.0,,1990,0.0,0.7669902912621359,0.0,0.116504854368932,0.0,0.8543689320388349,10,False
Stefan Johansson,Sweden,1990,0.0,103.0,79.0,0.0,0.0,12.0,0.0,,1990,0.0,0.7669902912621359,0.0,0.116504854368932,0.0,0.8543689320388349,10,False
Stefan Johansson,Sweden,1991,0.0,103.0,79.0,0.0,0.0,12.0,0.0,,1990,0.0,0.7669902912621359,0.0,0.116504854368932,0.0,0.8543689320388349,10,False
Eddie Johnson,United States,1952,0.0,9.0,9.0,0.0,0.0,0.0,0.0,,1960,0.0,1.0,0.0,0.0,0.0,0.1111111111111111,9,False
Eddie Johnson,United States,1953,0.0,9.0,9.0,0.0,0.0,0.0,0.0,,1960,0.0,1.0,0.0,0.0,0.0,0.1111111111111111,9,False
Eddie Johnson,United States,1954,0.0,9.0,9.0,0.0,0.0,0.0,0.0,,1960,0.0,1.0,0.0,0.0,0.0,0.1111111111111111,9,False
Eddie Johnson,United States,1955,0.0,9.0,9.0,0.0,0.0,0.0,0.0,,1960,0.0,1.0,0.0,0.0,0.0,0.1111111111111111,9,False
Eddie Johnson,United States,1956,0.0,9.0,9.0,0.0,0.0,0.0,0.0,,1960,0.0,1.0,0.0,0.0,0.0,0.1111111111111111,9,False
